,City,Card_Type,Exp_Type,Gender,Amount,Year,Month
3175,"Ahmedabad, India",Silver,Grocery,M,153575.0,2015,April
3176,"Ahmedabad, India",Gold,Fuel,F,225187.0,2013,November
3177,"Delhi, India",Gold,Bills,F,200994.0,2014,July
3178,"Greater Mumbai, India",Gold,Entertainment,F,182481.0,2015,May
3179,"Greater Mumbai, India",Gold,Fuel,F,187152.0,2015,May
3180,"Greater Mumbai, India",Signature,Food,F,98950.0,2014,June
3181,"Delhi, India",Gold,Fuel,M,135962.0,2014,September
3182,"Delhi, India",Signature,Entertainment,F,277577.0,2014,April
3183,"Ahmedabad, India",Platinum,Grocery,M,134885.0,2015,January
3184,"Bengaluru, India",Gold,Entertainment,M,226569.0,2015,January
3185,"Ahmedabad, India",Silver,Fuel,F,272999.0,2015,January
3186,"Bengaluru, India",Platinum,Food,M,166245.0,2014,June
3187,"Bengaluru, India",Platinum,Food,F,73268.0,2014,August
3188,"Greater Mumbai, India",Gold,Bills,F,47937.0,2014,October
3189,"Delhi, India",Silver,Entertainment,M,95239.0,2015,January
3190,"Greater Mumbai, India",Platinum,Food,M,16996.0,2015,May
3191,"Greater Mumbai, India",Silver,Entertainment,F,4642.0,2015,May
3192,"Ahmedabad, India",Silver,Entertainment,M,134949.0,2015,March
3193,"Ahmedabad, India",Platinum,Grocery,M,51765.0,2013,October
3194,"Delhi, India",Gold,Bills,M,250241.0,2014,September
3195,"Ahmedabad, India",Signature,Grocery,M,239615.0,2015,March
3196,"Greater Mumbai, India",Platinum,Grocery,M,103563.0,2015,February
3197,"Ahmedabad, India",Signature,Bills,F,96088.0,2014,April
3198,"Greater Mumbai, India",Gold,Entertainment,M,82000.0,2014,December
3199,"Greater Mumbai, India",Silver,Entertainment,M,161861.0,2013,November
3200,"Ahmedabad, India",Gold,Entertainment,M,44081.0,2015,March
3201,"Ahmedabad, India",Silver,Grocery,M,146009.0,2015,April
3202,"Bengaluru, India",Signature,Bills,M,119595.0,2014,December
3203,"Delhi, India",Platinum,Grocery,M,144677.0,2013,November
3204,"Ahmedabad, India",Signature,Bills,F,14004.0,2014,December
3205,"Delhi, India",Gold,Grocery,M,190662.0,2015,March
3206,"Ahmedabad, India",Signature,Entertainment,M,251307.0,2015,May
3207,"Greater Mumbai, India",Signature,Grocery,M,102407.0,2014,November
3208,"Delhi, India",Gold,Food,M,135150.0,2013,November
3209,"Delhi, India",Platinum,Bills,F,110862.0,2015,May
3210,"Ahmedabad, India",Signature,Fuel,F,110230.0,2014,October
3211,"Ahmedabad, India",Signature,Food,M,102510.0,2014,March
3212,"Ahmedabad, India",Gold,Bills,M,179669.0,2015,January
3213,"Greater Mumbai, India",Silver,Fuel,F,258129.0,2014,August
3214,"Greater Mumbai, India",Signature,Entertainment,F,244834.0,2015,January
3215,"Delhi, India",Gold,Food,F,218036.0,2014,December
3216,"Bengaluru, India",Platinum,Bills,M,43773.0,2013,December
3217,"Ahmedabad, India",Gold,Entertainment,M,126336.0,2013,October
3218,"Bengaluru, India",Signature,Fuel,F,206379.0,2014,October
3219,"Bengaluru, India",Platinum,Bills,F,12909.0,2013,November
3220,"Greater Mumbai, India",Platinum,Grocery,M,246276.0,2014,November
3221,"Greater Mumbai, India",Signature,Entertainment,F,44095.0,2013,December
3222,"Bengaluru, India",Platinum,Fuel,M,107309.0,2013,December
3223,"Delhi, India",Silver,Food,M,72515.0,2014,September
3224,"Greater Mumbai, India",Platinum,Grocery,F,178405.0,2015,March
3225,"Delhi, India",Silver,Entertainment,M,47883.0,2014,September
3226,"Ahmedabad, India",Platinum,Fuel,F,188430.0,2014,August
3227,"Delhi, India",Gold,Bills,M,28484.0,2014,March
3228,"Ahmedabad, India",Platinum,Bills,M,297691.0,2014,January
3229,"Greater Mumbai, India",Silver,Entertainment,F,23526.0,2014,August
3230,"Ahmedabad, India",Platinum,Entertainment,M,202719.0,2013,November
3231,"Greater Mumbai, India",Silver,Food,M,126909.0,2013,December
3232,"Ahmedabad, India",Signature,Entertainment,M,69389.0,2014,November
3233,"Greater Mumbai, India",Signature,Fuel,F,190466.0,2014,August
3234,"Greater Mumbai, India",Signature,Entertainment,F,172537.0,2013,December
3235,"Greater Mumbai, India",Gold,Fuel,M,118158.0,2014,February
3236,"Delhi, India",Signature,Fuel,M,294302.0,2013,December
3237,"Delhi, India",Signature,Fuel,M,243278.0,2014,October
3238,"Bengaluru, India",Silver,Entertainment,F,30391.0,2013,October
3239,"Bengaluru, India",Platinum,Entertainment,F,256768.0,2014,July
3240,"Bengaluru, India",Silver,Entertainment,F,81879.0,2014,March
3241,"Greater Mumbai, India",Gold,Bills,F,147108.0,2015,May
3242,"Greater Mumbai, India",Platinum,Fuel,M,44254.0,2014,December
3243,"Bengaluru, India",Platinum,Fuel,F,236313.0,2014,June
3244,"Bengaluru, India",Signature,Fuel,F,278217.0,2015,March
3245,"Delhi, India",Platinum,Entertainment,M,274762.0,2015,February
3246,"Bengaluru, India",Signature,Entertainment,F,82450.0,2014,January
3247,"Ahmedabad, India",Gold,Fuel,M,289876.0,2014,October
3248,"Ahmedabad, India",Silver,Food,F,113330.0,2015,March
3249,"Ahmedabad, India",Gold,Grocery,F,26836.0,2014,February
3250,"Greater Mumbai, India",Silver,Bills,F,252610.0,2015,February
3251,"Delhi, India",Platinum,Bills,F,199924.0,2015,January
3252,"Bengaluru, India",Silver,Food,M,129481.0,2014,December
3253,"Greater Mumbai, India",Signature,Fuel,F,44232.0,2015,February
3254,"Bengaluru, India",Silver,Bills,F,150518.0,2014,November
3255,"Greater Mumbai, India",Signature,Grocery,M,6676.0,2013,October
3256,"Greater Mumbai, India",Gold,Bills,M,130308.0,2014,May
3257,"Ahmedabad, India",Silver,Food,F,75866.0,2013,December
3258,"Delhi, India",Silver,Grocery,M,166352.0,2014,March
3259,"Greater Mumbai, India",Gold,Grocery,M,26426.0,2014,February
3260,"Greater Mumbai, India",Signature,Grocery,F,201558.0,2014,June
3261,"Delhi, India",Gold,Entertainment,F,216588.0,2014,August
3262,"Bengaluru, India",Platinum,Food,M,291317.0,2014,August
3263,"Delhi, India",Gold,Bills,F,108093.0,2015,February
3264,"Bengaluru, India",Signature,Bills,F,51296.0,2015,March
3265,"Ahmedabad, India",Silver,Food,F,222314.0,2015,February
3266,"Delhi, India",Platinum,Bills,F,257974.0,2014,May
3267,"Ahmedabad, India",Gold,Fuel,M,280938.0,2014,November
3268,"Bengaluru, India",Gold,Entertainment,F,277027.0,2014,May
3269,"Greater Mumbai, India",Silver,Bills,M,27610.0,2013,November
3270,"Ahmedabad, India",Signature,Bills,M,65287.0,2014,June
3271,"Bengaluru, India",Platinum,Grocery,F,51623.0,2014,August
3272,"Delhi, India",Signature,Fuel,F,114310.0,2014,December
3273,"Greater Mumbai, India",Signature,Food,M,162826.0,2014,August
3274,"Bengaluru, India",Platinum,Grocery,M,174412.0,2013,December
3275,"Ahmedabad, India",Platinum,Bills,M,42636.0,2014,April
3276,"Bengaluru, India",Signature,Food,M,166199.0,2013,October
3277,"Delhi, India",Gold,Grocery,F,277797.0,2015,January
3278,"Ahmedabad, India",Silver,Bills,M,82961.0,2015,May
3279,"Ahmedabad, India",Gold,Entertainment,M,238551.0,2014,February
3280,"Delhi, India",Signature,Grocery,F,254285.0,2014,April
3281,"Greater Mumbai, India",Platinum,Grocery,M,2649.0,2015,March
3282,"Ahmedabad, India",Signature,Bills,M,73700.0,2015,March
3283,"Greater Mumbai, India",Signature,Grocery,F,269682.0,2013,October
3284,"Greater Mumbai, India",Signature,Entertainment,M,208845.0,2014,March
3285,"Ahmedabad, India",Silver,Entertainment,M,97501.0,2014,January
3286,"Greater Mumbai, India",Platinum,Food,F,14726.0,2015,January
3287,"Greater Mumbai, India",Silver,Bills,M,73401.0,2014,October
3288,"Greater Mumbai, India",Signature,Food,F,186382.0,2015,March
3289,"Bengaluru, India",Gold,Food,F,16354.0,2014,January
3290,"Greater Mumbai, India",Silver,Bills,M,157663.0,2014,March
3291,"Ahmedabad, India",Gold,Food,F,293483.0,2013,November
3292,"Delhi, India",Gold,Grocery,F,255425.0,2015,March
3293,"Bengaluru, India",Signature,Grocery,M,255450.0,2014,October
3294,"Delhi, India",Silver,Grocery,F,264573.0,2015,February
3295,"Ahmedabad, India",Silver,Grocery,M,221028.0,2015,April
3296,"Greater Mumbai, India",Silver,Fuel,M,108624.0,2015,April
3297,"Delhi, India",Platinum,Entertainment,F,183892.0,2015,May
3298,"Bengaluru, India",Gold,Grocery,F,31789.0,2014,July
3299,"Greater Mumbai, India",Silver,Entertainment,F,227071.0,2014,March
3300,"Ahmedabad, India",Gold,Entertainment,F,154448.0,2014,October
3301,"Ahmedabad, India",Signature,Entertainment,M,149145.0,2015,April
3302,"Bengaluru, India",Gold,Entertainment,F,127341.0,2014,September
3303,"Ahmedabad, India",Gold,Grocery,F,145893.0,2014,April
3304,"Delhi, India",Platinum,Bills,M,214795.0,2013,October
3305,"Delhi, India",Signature,Fuel,M,76391.0,2014,October
3306,"Greater Mumbai, India",Gold,Bills,F,209144.0,2014,August
3307,"Ahmedabad, India",Gold,Grocery,F,207658.0,2013,December
3308,"Bengaluru, India",Gold,Grocery,F,279816.0,2013,November
3309,"Greater Mumbai, India",Silver,Food,M,164375.0,2013,December
3310,"Greater Mumbai, India",Silver,Grocery,F,152697.0,2013,December
3311,"Greater Mumbai, India",Gold,Bills,F,221489.0,2015,May
3312,"Delhi, India",Platinum,Food,F,193146.0,2015,April
3313,"Ahmedabad, India",Platinum,Entertainment,M,184513.0,2015,March
3314,"Ahmedabad, India",Signature,Bills,F,242987.0,2015,May
3315,"Bengaluru, India",Gold,Grocery,M,149807.0,2014,October
3316,"Greater Mumbai, India",Signature,Grocery,F,80333.0,2014,December
3317,"Bengaluru, India",Silver,Food,F,143950.0,2014,November
3318,"Greater Mumbai, India",Silver,Fuel,F,99447.0,2015,March
3319,"Ahmedabad, India",Platinum,Entertainment,F,191745.0,2014,February
3320,"Delhi, India",Signature,Entertainment,M,14443.0,2014,October
3321,"Delhi, India",Silver,Grocery,F,215732.0,2014,March
3322,"Greater Mumbai, India",Gold,Food,F,123123.0,2014,November
3323,"Ahmedabad, India",Signature,Food,F,93503.0,2013,October
3324,"Greater Mumbai, India",Platinum,Bills,F,149424.0,2013,November
3325,"Bengaluru, India",Platinum,Entertainment,M,148444.0,2014,August
3326,"Ahmedabad, India",Signature,Food,M,14646.0,2014,August
3327,"Ahmedabad, India",Platinum,Fuel,F,289454.0,2014,January
3328,"Greater Mumbai, India",Signature,Bills,M,103578.0,2015,January
3329,"Bengaluru, India",Gold,Food,M,206125.0,2014,November
3330,"Bengaluru, India",Gold,Food,F,93631.0,2014,July
3331,"Greater Mumbai, India",Silver,Entertainment,M,295591.0,2014,January
3332,"Delhi, India",Signature,Food,M,38701.0,2013,December
3333,"Bengaluru, India",Signature,Food,F,214247.0,2014,November
3334,"Bengaluru, India",Signature,Grocery,F,160916.0,2014,May
3335,"Ahmedabad, India",Signature,Bills,M,286859.0,2015,February
3336,"Greater Mumbai, India",Signature,Bills,F,253952.0,2014,June
3337,"Delhi, India",Gold,Bills,F,200521.0,2014,June
3338,"Delhi, India",Platinum,Food,M,16190.0,2014,January
3339,"Delhi, India",Silver,Entertainment,M,177984.0,2015,January
3340,"Ahmedabad, India",Signature,Grocery,F,1024.0,2015,January
3341,"Delhi, India",Signature,Fuel,M,125983.0,2014,February
3342,"Greater Mumbai, India",Signature,Bills,M,295065.0,2014,September
3343,"Delhi, India",Silver,Fuel,M,185288.0,2014,June
3344,"Greater Mumbai, India",Gold,Grocery,M,267904.0,2015,January
3345,"Delhi, India",Silver,Fuel,F,252743.0,2015,April
3346,"Greater Mumbai, India",Silver,Bills,F,5252.0,2014,August
3347,"Bengaluru, India",Gold,Fuel,F,83047.0,2015,May
3348,"Bengaluru, India",Gold,Entertainment,F,127212.0,2013,October
3349,"Delhi, India",Silver,Grocery,M,86059.0,2014,January
3350,"Bengaluru, India",Silver,Bills,M,28223.0,2014,March
3351,"Bengaluru, India",Gold,Fuel,F,45014.0,2014,August
3352,"Delhi, India",Signature,Fuel,F,105560.0,2015,March
3353,"Delhi, India",Gold,Grocery,F,150501.0,2014,January
3354,"Ahmedabad, India",Silver,Fuel,F,10396.0,2015,January
3355,"Bengaluru, India",Platinum,Entertainment,M,63889.0,2014,October
3356,"Greater Mumbai, India",Platinum,Bills,F,17794.0,2014,July
3357,"Greater Mumbai, India",Platinum,Food,F,55271.0,2014,June
3358,"Delhi, India",Gold,Fuel,M,91748.0,2015,April
3359,"Greater Mumbai, India",Gold,Entertainment,F,104041.0,2014,October
3360,"Delhi, India",Signature,Bills,M,158070.0,2014,November
3361,"Bengaluru, India",Silver,Grocery,M,64911.0,2014,December
3362,"Ahmedabad, India",Gold,Bills,F,52112.0,2014,December
3363,"Delhi, India",Platinum,Entertainment,F,49877.0,2013,October
3364,"Greater Mumbai, India",Gold,Bills,F,290096.0,2014,October
3365,"Bengaluru, India",Gold,Food,F,30299.0,2014,November
3366,"Bengaluru, India",Signature,Grocery,M,274194.0,2014,April
3367,"Delhi, India",Signature,Grocery,F,202325.0,2013,November
3368,"Greater Mumbai, India",Platinum,Bills,F,143610.0,2014,August
3369,"Bengaluru, India",Signature,Bills,M,27039.0,2014,May
3370,"Bengaluru, India",Silver,Grocery,F,129489.0,2015,February
3371,"Greater Mumbai, India",Gold,Entertainment,M,112476.0,2014,July
3372,"Ahmedabad, India",Gold,Bills,F,195523.0,2013,October
3373,"Delhi, India",Signature,Food,F,285086.0,2014,November
3374,"Delhi, India",Signature,Bills,M,101934.0,2015,April
3375,"Greater Mumbai, India",Silver,Fuel,F,133592.0,2015,April
3376,"Ahmedabad, India",Silver,Food,M,78729.0,2014,May
3377,"Ahmedabad, India",Platinum,Grocery,F,209870.0,2015,March
3378,"Delhi, India",Platinum,Bills,M,76870.0,2015,April
3379,"Greater Mumbai, India",Platinum,Fuel,F,292934.0,2014,April
3380,"Delhi, India",Silver,Entertainment,M,249740.0,2014,May
3381,"Bengaluru, India",Platinum,Fuel,M,24367.0,2014,July
3382,"Greater Mumbai, India",Silver,Food,F,26738.0,2015,March
3383,"Bengaluru, India",Platinum,Entertainment,F,172361.0,2013,December
3384,"Bengaluru, India",Silver,Entertainment,F,42525.0,2014,July
3385,"Ahmedabad, India",Signature,Fuel,F,11562.0,2013,December
3386,"Bengaluru, India",Gold,Food,F,259814.0,2014,February
3387,"Delhi, India",Gold,Fuel,F,249130.0,2014,October
3388,"Greater Mumbai, India",Silver,Entertainment,M,148828.0,2014,May
3389,"Ahmedabad, India",Signature,Bills,M,263733.0,2014,April
3390,"Delhi, India",Silver,Bills,F,138597.0,2013,October
3391,"Bengaluru, India",Signature,Entertainment,M,244583.0,2013,December
3392,"Ahmedabad, India",Silver,Grocery,F,6181.0,2014,April
3393,"Greater Mumbai, India",Platinum,Bills,M,295605.0,2015,May
3394,"Delhi, India",Platinum,Grocery,M,261243.0,2015,February
3395,"Ahmedabad, India",Silver,Bills,M,233712.0,2014,August
3396,"Bengaluru, India",Gold,Food,F,79296.0,2015,May
3397,"Greater Mumbai, India",Signature,Food,M,33781.0,2013,October
3398,"Bengaluru, India",Silver,Fuel,M,198945.0,2014,June
3399,"Bengaluru, India",Platinum,Grocery,F,178349.0,2013,October
3400,"Delhi, India",Gold,Fuel,F,264850.0,2014,July
3401,"Ahmedabad, India",Platinum,Fuel,M,299796.0,2014,January
3402,"Greater Mumbai, India",Platinum,Food,M,173728.0,2014,September
3403,"Delhi, India",Platinum,Fuel,F,161235.0,2013,December
3404,"Delhi, India",Silver,Fuel,M,253748.0,2014,November
3405,"Bengaluru, India",Gold,Entertainment,M,108680.0,2014,March
3406,"Greater Mumbai, India",Platinum,Entertainment,M,204425.0,2014,December
3407,"Ahmedabad, India",Signature,Food,M,61833.0,2014,February
3408,"Bengaluru, India",Gold,Grocery,F,220827.0,2014,July
3409,"Delhi, India",Platinum,Food,F,277977.0,2014,July
3410,"Ahmedabad, India",Platinum,Food,F,288861.0,2014,January
3411,"Delhi, India",Gold,Bills,M,220894.0,2014,August
3412,"Bengaluru, India",Signature,Fuel,M,48441.0,2013,October
3413,"Bengaluru, India",Signature,Fuel,F,196828.0,2013,December
3414,"Bengaluru, India",Platinum,Food,F,239805.0,2015,March
3415,"Delhi, India",Gold,Grocery,F,1105.0,2014,February
3416,"Delhi, India",Gold,Food,M,65357.0,2015,May
3417,"Greater Mumbai, India",Gold,Bills,F,230105.0,2014,December
3418,"Bengaluru, India",Silver,Grocery,F,269148.0,2014,January
3419,"Bengaluru, India",Gold,Fuel,M,144149.0,2014,March
3420,"Delhi, India",Platinum,Grocery,M,297163.0,2015,January
3421,"Bengaluru, India",Gold,Food,F,201926.0,2014,May
3422,"Bengaluru, India",Platinum,Grocery,M,59985.0,2013,November
3423,"Bengaluru, India",Platinum,Grocery,M,168705.0,2015,January
3424,"Delhi, India",Gold,Bills,M,131596.0,2014,March
3425,"Delhi, India",Silver,Entertainment,F,21143.0,2014,May
3426,"Bengaluru, India",Signature,Grocery,F,249756.0,2013,November
3427,"Bengaluru, India",Signature,Bills,M,54330.0,2014,October
3428,"Bengaluru, India",Silver,Bills,F,212811.0,2014,August
3429,"Bengaluru, India",Silver,Bills,M,117095.0,2014,July
3430,"Greater Mumbai, India",Signature,Fuel,F,28814.0,2015,March
3431,"Delhi, India",Silver,Food,M,16790.0,2014,May
3432,"Bengaluru, India",Signature,Grocery,M,126567.0,2014,August
3433,"Greater Mumbai, India",Gold,Fuel,M,275064.0,2014,October
3434,"Bengaluru, India",Silver,Entertainment,F,186980.0,2015,January
3435,"Bengaluru, India",Signature,Fuel,F,108104.0,2013,December
3436,"Bengaluru, India",Silver,Bills,F,204964.0,2015,February
3437,"Greater Mumbai, India",Signature,Food,M,54958.0,2013,October
3438,"Bengaluru, India",Signature,Entertainment,F,56352.0,2014,September
3439,"Delhi, India",Gold,Grocery,F,70451.0,2014,July
3440,"Greater Mumbai, India",Gold,Entertainment,M,69684.0,2013,December
3441,"Bengaluru, India",Silver,Bills,M,7798.0,2014,November
3442,"Ahmedabad, India",Platinum,Entertainment,M,182150.0,2013,November
3443,"Delhi, India",Gold,Food,M,42130.0,2015,March
3444,"Ahmedabad, India",Gold,Entertainment,M,82563.0,2014,April
3445,"Ahmedabad, India",Signature,Grocery,F,257351.0,2015,April
3446,"Delhi, India",Platinum,Grocery,F,228047.0,2015,February
3447,"Greater Mumbai, India",Platinum,Bills,M,193380.0,2014,March
3448,"Bengaluru, India",Gold,Fuel,M,73251.0,2014,August
3449,"Bengaluru, India",Signature,Bills,F,256425.0,2013,December
3450,"Bengaluru, India",Signature,Food,M,33621.0,2014,August
3451,"Greater Mumbai, India",Platinum,Bills,F,262073.0,2014,January
3452,"Greater Mumbai, India",Gold,Entertainment,F,193191.0,2014,July
3453,"Bengaluru, India",Platinum,Bills,F,69831.0,2014,June
3454,"Greater Mumbai, India",Platinum,Food,M,297788.0,2014,January
3455,"Ahmedabad, India",Gold,Grocery,M,116321.0,2015,January
3456,"Ahmedabad, India",Signature,Grocery,M,20999.0,2013,October
3457,"Ahmedabad, India",Signature,Bills,F,234766.0,2013,December
3458,"Bengaluru, India",Gold,Fuel,F,151197.0,2014,March
3459,"Bengaluru, India",Silver,Food,F,230403.0,2013,October
3460,"Greater Mumbai, India",Signature,Bills,M,155516.0,2014,April
3461,"Delhi, India",Signature,Food,M,117766.0,2015,April
3462,"Ahmedabad, India",Platinum,Grocery,M,190483.0,2015,March
3463,"Bengaluru, India",Silver,Bills,F,74264.0,2015,January
3464,"Ahmedabad, India",Signature,Food,M,208437.0,2014,February
3465,"Ahmedabad, India",Gold,Grocery,F,175333.0,2014,October
3466,"Delhi, India",Silver,Fuel,M,29681.0,2015,May
3467,"Greater Mumbai, India",Platinum,Bills,M,264801.0,2014,November
3468,"Delhi, India",Platinum,Food,F,255881.0,2015,January
3469,"Ahmedabad, India",Silver,Fuel,M,9785.0,2014,January
3470,"Bengaluru, India",Gold,Bills,M,90997.0,2013,October
3471,"Greater Mumbai, India",Gold,Bills,M,249677.0,2015,May
3472,"Greater Mumbai, India",Signature,Food,F,153609.0,2014,June
3473,"Bengaluru, India",Silver,Grocery,F,200902.0,2014,June
3474,"Delhi, India",Silver,Bills,F,207803.0,2015,April
3475,"Greater Mumbai, India",Signature,Grocery,M,231115.0,2014,April
3476,"Bengaluru, India",Silver,Food,M,88101.0,2014,August
3477,"Ahmedabad, India",Platinum,Grocery,M,241690.0,2014,June
3478,"Ahmedabad, India",Signature,Fuel,M,299329.0,2013,December
3479,"Greater Mumbai, India",Platinum,Grocery,F,80905.0,2014,September
3480,"Bengaluru, India",Gold,Food,F,32832.0,2014,October
3481,"Ahmedabad, India",Gold,Food,M,294742.0,2015,January
3482,"Greater Mumbai, India",Signature,Bills,F,255057.0,2014,February
3483,"Greater Mumbai, India",Platinum,Grocery,M,151266.0,2014,December
3484,"Ahmedabad, India",Platinum,Food,F,61439.0,2015,January
3485,"Ahmedabad, India",Signature,Fuel,M,172238.0,2013,December
3486,"Ahmedabad, India",Platinum,Grocery,M,245745.0,2015,January
3487,"Bengaluru, India",Gold,Bills,M,73085.0,2014,July
3488,"Greater Mumbai, India",Gold,Fuel,M,240157.0,2014,July
3489,"Delhi, India",Platinum,Entertainment,M,113312.0,2013,October
3490,"Delhi, India",Silver,Fuel,M,277448.0,2014,March
3491,"Bengaluru, India",Signature,Fuel,M,129228.0,2014,August
3492,"Greater Mumbai, India",Silver,Food,M,289865.0,2014,September
3493,"Bengaluru, India",Gold,Entertainment,M,168191.0,2014,April
3494,"Delhi, India",Silver,Bills,F,57309.0,2014,May
3495,"Delhi, India",Gold,Food,F,153602.0,2015,January
3496,"Delhi, India",Gold,Grocery,F,143262.0,2014,February
3497,"Greater Mumbai, India",Gold,Fuel,M,209565.0,2013,October
3498,"Greater Mumbai, India",Signature,Grocery,F,55079.0,2015,May
3499,"Bengaluru, India",Signature,Bills,F,198469.0,2014,February
3500,"Delhi, India",Gold,Entertainment,M,272669.0,2015,February
3501,"Greater Mumbai, India",Gold,Entertainment,F,280845.0,2015,March
3502,"Bengaluru, India",Silver,Food,M,223847.0,2014,August
3503,"Bengaluru, India",Gold,Bills,F,81275.0,2014,December
3504,"Ahmedabad, India",Signature,Food,F,278136.0,2014,July
3505,"Ahmedabad, India",Platinum,Bills,M,16548.0,2014,April
3506,"Bengaluru, India",Signature,Entertainment,M,81250.0,2014,December
3507,"Bengaluru, India",Platinum,Entertainment,F,6743.0,2013,October
3508,"Bengaluru, India",Gold,Fuel,M,66376.0,2013,October
3509,"Greater Mumbai, India",Signature,Food,F,230239.0,2014,July
3510,"Delhi, India",Signature,Food,M,231887.0,2015,January
3511,"Delhi, India",Signature,Bills,F,181663.0,2014,September
3512,"Delhi, India",Gold,Bills,M,171860.0,2014,May
3513,"Greater Mumbai, India",Platinum,Bills,F,79559.0,2014,May
3514,"Ahmedabad, India",Gold,Food,M,186779.0,2013,October
3515,"Ahmedabad, India",Platinum,Food,M,36660.0,2014,February
3516,"Greater Mumbai, India",Gold,Grocery,M,167265.0,2013,December
3517,"Delhi, India",Signature,Fuel,F,157300.0,2014,September
3518,"Ahmedabad, India",Silver,Food,F,83769.0,2014,August
3519,"Greater Mumbai, India",Platinum,Food,F,267183.0,2015,March
3520,"Greater Mumbai, India",Signature,Food,M,259105.0,2014,November
3521,"Bengaluru, India",Gold,Grocery,F,281680.0,2013,December
3522,"Bengaluru, India",Gold,Grocery,F,54129.0,2014,July
3523,"Bengaluru, India",Silver,Food,M,129985.0,2014,March
3524,"Delhi, India",Platinum,Grocery,M,46045.0,2014,March
3525,"Greater Mumbai, India",Signature,Bills,F,2096.0,2015,May
3526,"Delhi, India",Silver,Grocery,F,20231.0,2014,April
3527,"Delhi, India",Gold,Entertainment,M,290070.0,2014,November
3528,"Ahmedabad, India",Platinum,Entertainment,M,98554.0,2015,May
3529,"Delhi, India",Silver,Food,M,90157.0,2015,February
3530,"Delhi, India",Gold,Food,F,279478.0,2014,December
3531,"Delhi, India",Platinum,Entertainment,M,58311.0,2015,May
3532,"Ahmedabad, India",Silver,Food,F,76173.0,2014,October
3533,"Greater Mumbai, India",Platinum,Fuel,F,25307.0,2014,November
3534,"Ahmedabad, India",Platinum,Fuel,M,45906.0,2015,January
3535,"Ahmedabad, India",Silver,Bills,F,28218.0,2014,November
3536,"Ahmedabad, India",Gold,Grocery,F,35130.0,2014,July
3537,"Delhi, India",Gold,Entertainment,F,73167.0,2015,February
3538,"Greater Mumbai, India",Silver,Entertainment,M,273218.0,2013,October
3539,"Ahmedabad, India",Gold,Fuel,M,108138.0,2013,December
3540,"Bengaluru, India",Gold,Bills,F,57255.0,2014,September
3541,"Delhi, India",Signature,Entertainment,M,85625.0,2014,January
3542,"Bengaluru, India",Gold,Entertainment,F,68731.0,2014,December
3543,"Bengaluru, India",Signature,Entertainment,F,33892.0,2014,October
3544,"Bengaluru, India",Silver,Grocery,F,72078.0,2013,December
3545,"Delhi, India",Platinum,Bills,F,26387.0,2013,December
3546,"Bengaluru, India",Platinum,Entertainment,F,271381.0,2014,June
3547,"Ahmedabad, India",Signature,Fuel,F,67389.0,2015,January
3548,"Greater Mumbai, India",Silver,Fuel,F,66222.0,2015,February
3549,"Greater Mumbai, India",Gold,Grocery,M,139368.0,2014,March
3550,"Ahmedabad, India",Gold,Fuel,M,134623.0,2014,August
3551,"Greater Mumbai, India",Silver,Bills,F,210361.0,2014,December
3552,"Delhi, India",Signature,Bills,F,193829.0,2014,November
3553,"Greater Mumbai, India",Gold,Food,M,4598.0,2014,February
3554,"Bengaluru, India",Signature,Grocery,M,4222.0,2014,March
3555,"Bengaluru, India",Signature,Entertainment,F,146154.0,2014,August
3556,"Bengaluru, India",Platinum,Bills,M,45060.0,2015,April
3557,"Delhi, India",Silver,Food,M,34349.0,2013,October
3558,"Greater Mumbai, India",Gold,Fuel,M,271346.0,2014,August
3559,"Ahmedabad, India",Platinum,Entertainment,M,228734.0,2014,March
3560,"Ahmedabad, India",Silver,Food,M,290987.0,2014,September
3561,"Bengaluru, India",Gold,Fuel,M,199988.0,2014,October
3562,"Delhi, India",Silver,Fuel,F,247899.0,2014,October
3563,"Greater Mumbai, India",Signature,Bills,F,195362.0,2015,May
3564,"Greater Mumbai, India",Platinum,Food,M,115670.0,2015,April
3565,"Bengaluru, India",Gold,Grocery,M,29685.0,2015,May
3566,"Bengaluru, India",Platinum,Bills,M,269437.0,2014,November
3567,"Bengaluru, India",Platinum,Bills,M,99488.0,2014,April
3568,"Delhi, India",Platinum,Entertainment,M,89008.0,2013,November
3569,"Ahmedabad, India",Gold,Food,M,187789.0,2014,August
3570,"Bengaluru, India",Signature,Fuel,M,61956.0,2014,May
3571,"Bengaluru, India",Silver,Entertainment,F,220755.0,2014,March
3572,"Ahmedabad, India",Platinum,Entertainment,F,264827.0,2015,January
3573,"Delhi, India",Silver,Fuel,F,137467.0,2014,April
3574,"Bengaluru, India",Signature,Grocery,M,34007.0,2014,February
3575,"Ahmedabad, India",Gold,Entertainment,M,106406.0,2015,March
3576,"Ahmedabad, India",Gold,Grocery,M,296320.0,2014,July
3577,"Delhi, India",Signature,Bills,M,121731.0,2014,August
3578,"Greater Mumbai, India",Silver,Fuel,M,181153.0,2013,November
3579,"Delhi, India",Gold,Entertainment,F,133715.0,2014,April
3580,"Ahmedabad, India",Silver,Grocery,F,67821.0,2013,October
3581,"Delhi, India",Signature,Food,F,96314.0,2014,February
3582,"Ahmedabad, India",Silver,Grocery,F,153181.0,2014,June
3583,"Delhi, India",Platinum,Bills,M,103011.0,2014,November
3584,"Delhi, India",Signature,Bills,M,254116.0,2013,December
